CUES,P1,P2,P301,P302,P4,P5,P6,P701,P702,P703,P704,P705,P706,P707,P708,P709,P710,P801,P802,P803,P804,P805,P806,P807,P9,P1001,P11,P1201,P1202,P1203,P1204,P1205,P1206,P1207,P1208,P1209,P1210,P1211,P1301,P1302,P1303,P1304,P1305,P13BIS01,P13BIS02,P13BIS03,P13BIS04,P13BIS05,P1401,P1402,P1403,P1404,P1405,P1406,P15,P16,P17,P18,P19,P19A,P20,P21,P22,P22A,P23,P24,P25,N1,N2,N3,N4,N5,P27,P28,P23A,P23B,P24_num,P801_num,P802_num,P803_num,P804_num,P805_num,P806_num,P807_num,P20_grupo,P15_bin
1138,Conjunto de principios básicos que regulan la vida de los es,,,Prensa,Todo,Suficiente,5 a 7 meses,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,6,6,6,5,,1,,Mucho,,Mucho,,,,,,,,,,,,De acuerdo,N.S,De acuerdo,,,De acuerdo,En desacuerdo,,En desacuerdo,,Positivamente,,Positivamente,Positivamente,,,Sí,A favor,,Mujer,Casado,,53,"Menos de estudios primarios, no sabe leer",Otras religiones,Nunca,Está jubilado y antes estaba empleado,De 12.000 ptas a 18.000 ptas mensuales,P.S.P,Mucha,6.0,,,3,Área de Madrid,Más de 1.000.000 habitantes,,,3.0,6.0,6.0,6.0,5.0,,1.0,,46-55,1.0
1139,Un concierto que tipifican los delitos y señala las penas,Sólo de vez en cuando,Televisión,Televisión,,,,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,3,4,1,2,,,1,,,Nada,,,,,,,,,,,,,,,De acuerdo,N.S,,En desacuerdo,De acuerdo,En desacuerdo,N.S,,,Sin influencia,,Positivamente,,Sí,A favor,2,Hombre,Soltero,,25,Bachiller elemental,Católico practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 12.000 ptas a 18.000 ptas mensuales,D.C,Poco,0.0,,,6,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,3.0,3.0,4.0,1.0,2.0,,,1.0,18-25,1.0
1140,Conjunto de principios básicos que regulan la vida de los es,Regularmente,Radio,Radio,Poco/un poco/ nada,Insuficiente,8 a 11 meses,,,,,,,,,,,,,,,,2,,Mucho,,,,,,,,,,,,,,N.S,De acuerdo,De acuerdo,,N.S,De acuerdo,,,,,Positivamente,,Positivamente,Positivamente,,Sin influencia,No,,,Mujer,Casado,,33,Bachiller superior,Católico no practicante,Alguna vez al mes,Está jubilado y antes trabajaba por su cuenta,De 26.000 ptas a 35.000 ptas mensuales,,Bastante,10.0,,De 46.000 ptas a 65.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,,,5.0,,,,,,2.0,,26-35,0.0
1141,Un concierto que tipifican los delitos y señala las penas,Nunca o casi nunca,Prensa,,Sólo una parte,Insuficiente,Menos de 5 meses,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,5,6,5,5,,,2,,,Mucho,,,,,,,,,,,,,N.S,,En desacuerdo,De acuerdo,,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,,,,Positivamente,Positivamente,Positivamente,,,3,Mujer,Soltero,,61,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),Hasta 6.000 ptas mensuales,No votó,Bastante,10.0,,De 26.000 ptas a 35.000 ptas mensuales,4,Área de Madrid,Más de 1.000.000 habitantes,,,1.0,5.0,6.0,5.0,5.0,,,2.0,56-65,
1142,Conjunto de principios básicos que regulan la vida de los es,,,Radio,Poco/un poco/ nada,,N.S,No menciona,Juega un papel importante,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,5,,Nada,,,,,,,,,,,,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,En desacuerdo,,De acuerdo,,N.S,Positivamente,,Sin influencia,Positivamente,Positivamente,,Sí,A favor,,Hombre,Casado,,79,"Menos de estudios primarios, no sabe leer",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 46.000 ptas a 65.000 ptas mensuales,P.C.E.,Bastante,10.0,,De 66.000 ptas a 85.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,7.0,,,,,,5.0,,76+,1.0
1143,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Radio,,,,,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,7,4,3,2,5,7,Algo,,Mucho,,,,,,,,,,,,N.S,,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Positivamente,,Sin influencia,,Positivamente,Positivamente,,,4,Hombre,Casado,,24,"Menos de estudios primarios, no sabe leer",Católico no practicante,Alguna vez al mes,Trabaja por su cuenta,De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Poco,10.0,,De 26.000 ptas a 35.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,,5.0,1.0,7.0,4.0,3.0,2.0,5.0,7.0,18-25,
1144,Conjunto de principios básicos que regulan la vida de los es,,,Prensa,Sólo una parte,,N.S,,,,,,,,,,,,,,,,,3,Mucho,,Mucho,,,,,,,,,,,,De acuerdo,En desacuerdo,De acuerdo,,En desacuerdo,De acuerdo,De acuerdo,,De acuerdo,,,,,Positivamente,,Sin influencia,Sí,,4,Mujer,Casado,,66,"Menos de estudios primarios, no sabe leer",Católico practicante,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),,P.S.O.E,Bastante,10.0,,De 46.000 ptas a 65.000 ptas mensuales,5,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,,,,,,,,3.0,66-75,1.0
1145,Conjunto de ordenanzas que regulan la Administración español,Regularmente,Televisión,Prensa,,Insuficiente,,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,7,,1,4,1,,,,Algo,,,,,,,,,,,,,De acuerdo,,De acuerdo,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,Positivamente,Positivamente,Sin influencia,Positivamente,,Sí,,2,Mujer,Viudo,,29,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,P.S.O.E,Mucha,0.0,,De 36.000 ptas a 45.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,,6.0,,7.0,,1.0,4.0,1.0,,26-35,1.0
1146,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,La mayoría de los artículos,,1 año,,,,,,,,,,,,,,,5,,1,Algo,,,,,,,,,,,,,,En desacuerdo,,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,,De acuerdo,,De acuerdo,Sin influencia,Negativamente,,,Sin influencia,Positivamente,Sí,,4,Hombre,Viudo,,59,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Indiferente,Alguna vez al mes,,Hasta 6.000 ptas mensuales,No votó,Bastante,0.0,,De 36.000 ptas a 45.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,1.0,,,,,5.0,,1.0,56-65,1.0
1147,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,Revistas,Poco/un poco/ nada,,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,4,4,7,7,,,,Algo,,Nada,,,,,,,,,,,,De acuerdo,De acuerdo,De acuerdo,,,De acuerdo,De acuerdo,,De acuerdo,,Negativamente,,,,,,,A favor,2,Mujer,Soltero,,38,Estudios primarios completos. cultural general,No creyente,Los domingos y festivos,Estudiante,,U.C.D,Bastante,0.0,,De 19.000 ptas a 25.000 ptas mensuales,4,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,Trabajador Independiente,,4.0,4.0,7.0,7.0,,,,36-45,
1148,Un documento para arreglar los problemas económicos,,,Prensa,Poco/un poco/ nada,,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,7,7,5,3,1,2,,,,Mucho,,,,,,,,,,,,,,,De acuerdo,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,Positivamente,Positivamente,,,,Sí,,,Hombre,Soltero,,27,Estudios primarios completos. cultural general,Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),,P.S.O.E,Mucha,8.0,,De 46.000 ptas a 65.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,Profesional Liberal,,7.0,7.0,5.0,3.0,1.0,2.0,,26-35,1.0
1149,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,N.S/N.C,,,,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,3,Mucho,,,,,,,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,De acuerdo,,,,,Positivamente,,,,,Positivamente,No,A favor,3,Mujer,Casado,,65,Bachiller elemental,Católico no practicante,,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,No votó,Mucha,10.0,,De 36.000 ptas a 45.000 ptas mensuales,4,Área de Madrid,Más de 1.000.000 habitantes,,,6.0,,,,,,,3.0,56-65,0.0
1150,Un concierto que tipifican los delitos y señala las penas,Regularmente,Televisión,Prensa,Poco/un poco/ nada,Suficiente,1 año,,,,,,,,,,,1,3,4,1,,,,,,Algo,,,,,,,,,,,,,De acuerdo,,,,,De acuerdo,,En desacuerdo,,,,,Sin influencia,,,,,Extrema derecha,Mujer,Casado,,67,"Menos de estudios primarios, no sabe leer",Católico practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,Bastante,12.0,,De 19.000 ptas a 25.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,,4.0,1.0,3.0,4.0,1.0,,,,66-75,
1151,Un documento para arreglar los problemas económicos,,,Prensa,La mayoría de los artículos,,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,1,,,,,,,,,,,,,,,,,,,,De acuerdo,,,,De acuerdo,,De acuerdo,,Positivamente,,,Positivamente,,Sí,A favor,4,Hombre,Casado,,20,"Menos de estudios primarios, sabe leer (menos de 6 años de e",No creyente,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Bastante,18.0,,De 66.000 ptas a 85.000 ptas mensuales,3,Área de Madrid,Más de 1.000.000 habitantes,Empleados a nivel superior,Industrial comercial,5.0,,,,,1.0,,,18-25,1.0
1152,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,Radio,,,,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,Algo,,,,,,,,,,,,,,De acuerdo,,De acuerdo,,,De acuerdo,,,,,Positivamente,,,,,,,,4,Hombre,Soltero,,27,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.C.E.,Bastante,20.0,,,3,Área de Madrid,Más de 1.000.000 habitantes,,,4.0,,,,,,,,26-35,
1153,Un documento para arreglar los problemas económicos,,,N.S/N.C,Poco/un poco/ nada,,N.S,,,,,,,,,,,1,4,6,5,,1,,,,Mucho,,,,,,,,,,,,,,,,,,De acuerdo,,De acuerdo,,,,Positivamente,,,,,,3,Hombre,Casado,,30,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),Hasta 6.000 ptas mensuales,U.C.D,Poco,10.0,,,5,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,1.0,1.0,4.0,6.0,5.0,,1.0,,26-35,
1154,Un documento para arreglar los problemas económicos,,,,,,,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,1,,,,,,,,,,,,,,,,,,,De acuerdo,,,,,,,,,,,Positivamente,Sí,A favor,,Mujer,Casado,,55,Bachiller elemental,Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),,P.S.O.E,Poco,10.0,,,2,Área de Madrid,Más de 1.000.000 habitantes,,,,,,,,,,1.0,46-55,1.0
1155,Un documento para arreglar los problemas económicos,Nunca o casi nunca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De acuerdo,,,,,,,,,,,,Positivamente,,,,,2,Mujer,Casado,,38,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,U.C.D,Mucha,10.0,,De 19.000 ptas a 25.000 ptas mensuales,2,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,6.0,,,,,,,,36-45,
1156,Un documento para arreglar los problemas económicos,,,N.S/N.C,Poco/un poco/ nada,Insuficiente,1 año,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,De acuerdo,,,,En desacuerdo,,De acuerdo,,Positivamente,,,Positivamente,,,,Extrema izquierda,Hombre,Casado,,18,Estudios primarios completos. cultural general,Católico practicante,Alguna vez al mes,Trabaja por su cuenta,De 36.000 ptas a 45.000 ptas mensuales,,Mucha,0.0,,,5,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,6.0,,,,,1.0,,,18-25,
1157,Conjunto de principios básicos que regulan la vida de los es,,,,,Insuficiente,,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,,Mucho,,,,,,,,,,,,,,De acuerdo,,En desacuerdo,,,De acuerdo,,,,,Positivamente,,,,,,,A favor,5,Mujer,Casado,,30,Estudios primarios completos. cultural general,Católico no practicante,,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,U.C.D,Bastante,15.0,,,8,Área de Madrid,Más de 1.000.000 habitantes,"Vendedores, Agentes Comerciales, etc...",,4.0,,,,,,,,26-35,
1158,Un documento para arreglar los problemas económicos,,,,,,,,,,,,,,,,,3,5,7,4,,,,,,Mucho,,,,,,,,,,,,,,,,,,De acuerdo,,De acuerdo,,,,,,,,,,4,Mujer,Casado,,27,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 66.000 ptas a 85.000 ptas mensuales,P.S.O.E,Bastante,10.0,,De 46.000 ptas a 65.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,8.0,3.0,5.0,7.0,4.0,,,,26-35,
1159,Un concierto que tipifican los delitos y señala las penas,,Televisión,Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positivamente,,,,Sí,,Extrema izquierda,Mujer,Casado,,29,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,,De 26.000 ptas a 35.000 ptas mensuales,P.C.E.,Bastante,10.0,,De 26.000 ptas a 35.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,,Trabajador Independiente,5.0,,,,,,,,26-35,1.0
1160,Un concierto que tipifican los delitos y señala las penas,Nunca o casi nunca,,,,Insuficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De acuerdo,,,,,,,,Negativamente,,,Positivamente,,,2,Hombre,Soltero,,37,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Nunca,Trabaja por su cuenta,De 36.000 ptas a 45.000 ptas mensuales,P.S.P,Mucha,9.0,,Hasta 6.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,N.C,,6.0,,,,,,,,36-45,
1161,Un documento para arreglar los problemas económicos,,,,Sólo una parte,Insuficiente,5 a 7 meses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En desacuerdo,,,De acuerdo,,,,,,,,,,,Negativamente,,,4,Mujer,Casado,,24,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,Otros,Bastante,12.0,,De 19.000 ptas a 25.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,,6.0,,,,,,,,18-25,
1162,Conjunto de ordenanzas que regulan la Administración español,,,,,Insuficiente,,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,,,,,,,,,,,,,,,,De acuerdo,,En desacuerdo,,,,De acuerdo,,De acuerdo,,Positivamente,,Negativamente,Positivamente,,,A favor,4,Hombre,Casado,,33,Bachiller superior,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,P.C.E.,Mucha,15.0,,Más de 85.000 ptas mensuales,8,Área de Madrid,Más de 1.000.000 habitantes,Empleados subalternos,,5.0,,,,,,,,26-35,
1163,Conjunto de principios básicos que regulan la vida de los es,,,,,Insuficiente,,,,,,,,,,,,,,,,,,,Mucho,,,,,,,,,,,,,,De acuerdo,,De acuerdo,De acuerdo,,De acuerdo,,De acuerdo,,De acuerdo,Positivamente,Positivamente,Positivamente,,Negativamente,,,,4,Hombre,Casado,,36,Universitario o técnicos de grado superior,Católico practicante,,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,,Bastante,15.0,,De 12.000 ptas a 18.000 ptas mensuales,2,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,Industrial comercial,5.0,,,,,,,,36-45,
1164,Conjunto de principios básicos que regulan la vida de los es,,,,,Insuficiente,,,,,,,,,,,,,,,,,2,,Mucho,,Mucho,,,,,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,De acuerdo,En desacuerdo,,En desacuerdo,,Positivamente,,Sin influencia,,,Positivamente,,,3,Hombre,Casado,,55,Estudios primarios completos. cultural general,Católico no practicante,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),De 46.000 ptas a 65.000 ptas mensuales,,Bastante,16.0,,De 66.000 ptas a 85.000 ptas mensuales,6,Área de Madrid,Más de 1.000.000 habitantes,,,7.0,,,,,,2.0,,46-55,
1165,Un concierto que tipifican los delitos y señala las penas,,Televisión,,,Suficiente,,,,,,,,,,,,,6,7,,,,4,,,Mucho,,,,,,,,,,,,,De acuerdo,,,De acuerdo,,De acuerdo,,De acuerdo,,,,Sin influencia,Positivamente,,Positivamente,,,4,Hombre,Casado,,39,Estudios primarios completos. cultural general,Católico practicante,,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,P.C.E.,Bastante,13.0,,De 36.000 ptas a 45.000 ptas mensuales,7,Área de Madrid,Más de 1.000.000 habitantes,,,6.0,,6.0,7.0,,,,4.0,36-45,
1166,Un concierto que tipifican los delitos y señala las penas,Nunca o casi nunca,Radio,,,Suficiente,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,De acuerdo,,De acuerdo,De acuerdo,,,De acuerdo,,De acuerdo,,Positivamente,Positivamente,Positivamente,Positivamente,Sin influencia,,,5,Mujer,Casado,,52,Estudios primarios completos. cultural general,Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,,Bastante,16.0,,De 12.000 ptas a 18.000 ptas mensuales,2,Área de Madrid,Más de 1.000.000 habitantes,,,4.0,,,,,,1.0,,46-55,
1167,Conjunto de principios básicos que regulan la vida de los es,Solo cuando el tema/ o los temas me interesaban de forma esp,,,Poco/un poco/ nada,Suficiente,1 año,,,,,,,,,,,,,,,3,4,1,Mucho,,,,,,,,,,,,,,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,N.S,,De acuerdo,Positivamente,Sin influencia,Positivamente,Sin influencia,Positivamente,Positivamente,,,Extrema izquierda,Hombre,Casado,,43,"Menos de estudios primarios, sabe leer (menos de 6 años de e",No creyente,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),,U.C.D,Bastante,18.0,,De 26.000 ptas a 35.000 ptas mensuales,4,Área de Madrid,Más de 1.000.000 habitantes,Funcionarios de nivel medio,,,,,,,3.0,4.0,1.0,36-45,
1168,Conjunto de principios básicos que regulan la vida de los es,,,,Sólo una parte,,Menos de 5 meses,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,1,,,,,5,2,Mucho,,Mucho,,,,,,,,,,,,De acuerdo,En desacuerdo,N.S,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sin influencia,Sin influencia,Positivamente,Positivamente,,Positivamente,,,4,Hombre,Casado,,59,Estudios primarios completos. cultural general,Católico no practicante,,Trabaja por su cuenta,De 26.000 ptas a 35.000 ptas mensuales,A.P,Mucha,18.0,,De 26.000 ptas a 35.000 ptas mensuales,5,Área de Madrid,Más de 1.000.000 habitantes,,,5.0,1.0,,,,,5.0,2.0,56-65,
1169,Conjunto de principios básicos que regulan la vida de los es,,Televisión,,,Insuficiente,,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,1,1,6,3,,,Mucho,,Mucho,,,,,,,,,,,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sin influencia,Sin influencia,Positivamente,Positivamente,Positivamente,Positivamente,Sí,,5,Mujer,Casado,,25,"Menos de estudios primarios, no sabe leer",Católico practicante,Nunca,Está jubilado y antes estaba empleado,De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,,8.0,,De 46.000 ptas a 65.000 ptas mensuales,2,Área de Madrid,Más de 1.000.000 habitantes,,,4.0,,1.0,1.0,6.0,3.0,,,18-25,1.0
1170,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,,,,,,,,,,,,,,,4,6,2,1,3,2,,Algo,,Mucho,,,,,,,,,,,,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,N.S,En desacuerdo,De acuerdo,Sin influencia,Positivamente,Positivamente,Positivamente,Positivamente,Positivamente,Sí,,2,Mujer,Casado,,54,Bachiller superior,Católico no practicante,,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,,14.0,,De 66.000 ptas a 85.000 ptas mensuales,6,Área de Madrid,Más de 1.000.000 habitantes,Obreros cualificados,,4.0,4.0,6.0,2.0,1.0,3.0,2.0,,46-55,1.0
